title,creator,publicationName,coverDate,doi,citedby_count,coverYear
"Comparison and review of abrasive bronchial brushing versus non-abrasive aspiration, lavage and washing – Higher sensitivity but with risk of over-diagnosis for bronchial brushing",Ng J.K.M.,Annals of Diagnostic Pathology,2024-12-01,10.1016/j.anndiagpath.2024.152352,0,2024
Genetic variations in anti-diabetic drug targets and COPD risk: evidence from mendelian randomization,Su Y.,BMC Pulmonary Medicine,2024-12-01,10.1186/s12890-024-02959-1,0,2024
Effect of 2 weeks rest-pause on oxidative stress and inflammation in female basketball players,Cichoń-Woźniak J.,Scientific Reports,2024-12-01,10.1038/s41598-024-65309-5,0,2024
"Examining dynamic developmental trends: the interrelationship between age-friendly environments and healthy aging in the Chinese population—evidence from China Health and Retirement Longitudinal Study, 2011–2018",Cheng Y.,BMC Geriatrics,2024-12-01,10.1186/s12877-024-05053-7,0,2024
In vitro evaluation of two novel Escherichia bacteriophages against multiple drug resistant avian pathogenic Escherichia coli,Karami M.,BMC Infectious Diseases,2024-12-01,10.1186/s12879-024-09402-0,0,2024
A neural network approach for the reliability analysis on failure of shallow foundations on cohesive soils,Savvides A.A.,International Journal of Geo-Engineering,2024-12-01,10.1186/s40703-024-00217-1,0,2024
A biomechanics and energetics dataset of neurotypical adults walking with and without kinematic constraints,Baček T.,Scientific Data,2024-12-01,10.1038/s41597-024-03444-4,0,2024
Understanding the interplay of colorectal cancer awareness and attitudes among Palestinians: a national cross-sectional study,Elshami M.,BMC Cancer,2024-12-01,10.1186/s12885-024-12357-9,0,2024
Predictive value of triglyceride glucose index combined with neutrophil-to-lymphocyte ratio for major adverse cardiac events after PCI for acute ST-segment elevation myocardial infarction,Wang L.,Scientific Reports,2024-12-01,10.1038/s41598-024-63604-9,0,2024
Soil salinity regulates spatial-temporal heterogeneity of seed germination and seedbank persistence of an annual diaspore-trimorphic halophyte in northern China,Wang Z.,BMC Plant Biology,2024-12-01,10.1186/s12870-024-05307-x,0,2024
The use of laser photobiomodulation as pre-anesthetic tissue management technique in reducing injection pain in children,Hamouda A.A.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04430-3,0,2024
"Exploring the viability of Bentonite-amended blends incorporating marble dust, sand, and fly ash for the creation of an environmentally sustainable landfill liner system",Jain A.K.,International Journal of Geo-Engineering,2024-12-01,10.1186/s40703-024-00214-4,0,2024
Assessment of Sheep Omentum for Soft-tissue Engineering Scaffolds,Kirallah A.A.,Egyptian Journal of Veterinary Science(Egypt),2025-01-01,10.21608/EJVS.2024.269178.1842,0,2025
Harnessing the power of native biocontrol agents against wilt disease of Pigeonpea incited by Fusarium udum,Reddy B.D.,Scientific Reports,2024-12-01,10.1038/s41598-024-60039-0,0,2024
Abusive supervision and nursing students’ intention to leave the nursing profession: a moderated mediation model of emotional exhaustion and the nurse-patient relationship,Hong Y.,BMC Nursing,2024-12-01,10.1186/s12912-024-02025-5,0,2024
Causal association and shared genetics between telomere length and COVID-19 outcomes: New evidence from the latest large-scale summary statistics,Zhang J.,Computational and Structural Biotechnology Journal,2024-12-01,10.1016/j.csbj.2024.05.012,0,2024
Identification of a circulating long non-coding RNA signature panel in plasma as a novel biomarker for the detection of acute/early-stage HIV-1 infection,Biswas S.,Biomarker Research,2024-12-01,10.1186/s40364-024-00597-7,0,2024
The low health literacy in Latin America and the Caribbean: a systematic review and meta-analysis,de Jesus P.R.,BMC Public Health,2024-12-01,10.1186/s12889-024-18972-2,0,2024
Utilizing Bayesian inference in accelerated testing models under constant stress via ordered ranked set sampling and hybrid censoring with practical validation,Hashem A.F.,Scientific Reports,2024-12-01,10.1038/s41598-024-64718-w,0,2024
Enhanced Numerical Analysis Of Magneto-Electro-Elastic Beams Using Stabilized Nodally Integrated Meshfree RKPM,Lin K.C.,Journal of Applied Science and Engineering (Taiwan),2025-01-01,10.6180/jase.202502_28(2).0001,0,2025
Objective and automatic assessment approach for diagnosing attention-deficit/hyperactivity disorder based on skeleton detection and classification analysis in outpatient videos,Ouyang C.S.,Child and Adolescent Psychiatry and Mental Health,2024-12-01,10.1186/s13034-024-00749-5,0,2024
An improved gray wolf optimization algorithm solving to functional optimization and engineering design problems,Qiu Y.,Scientific Reports,2024-12-01,10.1038/s41598-024-64526-2,0,2024
Advanced magnetic resonance imaging detects altered placental development in pregnancies affected by congenital heart disease,Cromb D.,Scientific Reports,2024-12-01,10.1038/s41598-024-63087-8,0,2024
Synergistic effect of silicon availability and salinity on metal adsorption in a common estuarine diatom,Chen F.,Journal of Environmental Sciences (China),2025-02-01,10.1016/j.jes.2024.01.012,0,2025
Y4 RNA fragments from cardiosphere-derived cells ameliorate diabetic myocardial ischemia‒reperfusion injury by inhibiting protein kinase C β-mediated macrophage polarization,Liu D.Z.,Cardiovascular Diabetology,2024-12-01,10.1186/s12933-024-02247-6,0,2024
Prevalence of self-reported hearing difficulty on the Revised Hearing Handicap Inventory and associated factors,Dillard L.K.,BMC Geriatrics,2024-12-01,10.1186/s12877-024-04901-w,0,2024
"Antifeedant, antifungal and nematicidal compounds from the endophyte Stemphylium solani isolated from wormwood",Diaz C.E.,Scientific Reports,2024-12-01,10.1038/s41598-024-64467-w,0,2024
"Varying behavioral differences and correlates of HPV infection among young adolescents in Benue state, Nigeria",Orya E.E.,BMC Public Health,2024-12-01,10.1186/s12889-024-19068-7,0,2024
Effects of fruit and vegetable intake on memory and attention: a systematic review of randomized controlled trials,Khor K.L.,Systematic Reviews,2024-12-01,10.1186/s13643-024-02547-8,0,2024
Exploring the foundations of a digital health information service for patients with inflammatory bowel disease: a mixed method study in Gravitate-Health,Maurud S.,BMC Gastroenterology,2024-12-01,10.1186/s12876-024-03272-1,0,2024
Comparison of intravascular lithotripsy versus rotational atherectomy for the treatment of severe coronary artery calcification,Zhao Y.,BMC Cardiovascular Disorders,2024-12-01,10.1186/s12872-024-03965-1,0,2024
Super-wetting Cu-MOF-based foam for efficient oil/water separation and photothermal cleanup of crude oil,Lu J.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128483,0,2025
Diagnostic accuracy and clinical value of [68Ga]Ga-FAPI-46 PET/CT for staging patients with ovarian cancer: study protocol for a prospective clinical trial,Bentestuen M.,BMC Cancer,2024-12-01,10.1186/s12885-024-12461-w,0,2024
Scientific competence during medical education - insights from a cross-sectional study at a German Medical School,Vogt M.,BMC Medical Education,2024-12-01,10.1186/s12909-024-05470-7,0,2024
Hyaluronic acid as a pulpotomy material in primary molars: an up to 30 months retrospective study,Sezgin B.I.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04405-4,0,2024
Warming and shifts in litter quality drive multiple responses in freshwater detritivore communities,Benavides-Gordillo S.,Scientific Reports,2024-12-01,10.1038/s41598-024-61624-z,0,2024
The effect of illness perception on psychosocial adjustment of patients with breast cancer and their spouses: actor–partner independence model,Wang Y.F.,BMC Psychology,2024-12-01,10.1186/s40359-024-01741-6,0,2024
Oxygen vacancies promote the activation of O<inf>2</inf> in transition metal oxide doped ε-MnO<inf>2</inf> for low-temperature CO oxidation,Zhang Z.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128109,0,2025
Evaluation of mRNA-LNP and adjuvanted protein SARS-CoV-2 vaccines in a maternal antibody mouse model,England R.N.,npj Vaccines,2024-12-01,10.1038/s41541-024-00901-4,0,2024
Point prevalence of evidence-based antimicrobial use among hospitalized patients in sub-Saharan Africa: a systematic review and meta-analysis,Boltena M.T.,Scientific Reports,2024-12-01,10.1038/s41598-024-62651-6,0,2024
How do emotions affect giving? Examining the effects of textual and facial emotions in charitable crowdfunding,Lu B.,Financial Innovation,2024-12-01,10.1186/s40854-024-00630-6,0,2024
How to diagnose GERC more effectively: reflections on post-reflux swallow-induced peristaltic wave index and mean nocturnal baseline impedance,Sha B.,BMC Pulmonary Medicine,2024-12-01,10.1186/s12890-024-03080-z,0,2024
Temperature/stress dependence of stress rupture behavior and deformation microstructure of an advanced superalloy for additive manufacturing,Song W.,Journal of Materials Science and Technology,2025-01-20,10.1016/j.jmst.2024.03.072,0,2025
"Entomophagy and entomo-therapeutic practices in a mountainous territory in southeast Guangxi Zhuang Autonomous Region, China",Luo H.,Journal of Ethnobiology and Ethnomedicine,2024-12-01,10.1186/s13002-024-00700-0,0,2024
Tailoring the geometry of silicon nitride nanofillers to simultaneously strengthen and toughen carbon/carbon composites,Feng L.,Journal of Materials Science and Technology,2024-12-10,10.1016/j.jmst.2024.01.100,0,2024
"An interactive atlas of genomic, proteomic, and metabolomic biomarkers promotes the potential of proteins to predict complex diseases",Smelik M.,Scientific Reports,2024-12-01,10.1038/s41598-024-63399-9,0,2024
"Neoadjuvant camrelizumab (an anti-PD-1 antibody) plus chemotherapy or apatinib (a VEGFR-2 inhibitor) for initially unresectable stage II–III non-small-cell lung cancer: a multicentre, two-arm, phase 2 exploratory study",Xia H.,Signal Transduction and Targeted Therapy,2024-12-01,10.1038/s41392-024-01861-w,0,2024
A comprehensive national survey on malocclusion prevalence among Palestinian children,Amro H.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04432-1,0,2024
A retrospective study on the analysis of influencing factors of neutropenia in endometrial cancer with adjuvant chemoradiotherapy,Fan M.,Radiation Oncology,2024-12-01,10.1186/s13014-024-02469-8,0,2024
Population-based nanopore sequencing of the HIV-1 pangenome to identify drug resistance mutations,Ode H.,Scientific Reports,2024-12-01,10.1038/s41598-024-63054-3,0,2024
Association of weight-adjusted waist index with all-cause mortality among non-Asian individuals: a national population-based cohort study,Cao T.,Nutrition Journal,2024-12-01,10.1186/s12937-024-00947-z,0,2024
Characterising illness stages and recovery trajectories of eating disorders in young people via remote measurement technology (STORY): a multi-centre prospective cohort study protocol,Kuehne C.,BMC Psychiatry,2024-12-01,10.1186/s12888-024-05841-w,0,2024
Evaluation of machine learning models for predicting TiO<inf>2</inf> photocatalytic degradation of air contaminants,Javed M.F.,Scientific Reports,2024-12-01,10.1038/s41598-024-64486-7,0,2024
The risk profiles of pregnancy-related cerebral venous thrombosis: a retrospective study in a comprehensive hospital,Wang S.,BMC Neurology,2024-12-01,10.1186/s12883-024-03676-2,0,2024
"The prevalence of unintended pregnancy and its influence on pregnancy experience in Tabriz, Iran, 2023: a cross-sectional study",Maghalian M.,Reproductive Health,2024-12-01,10.1186/s12978-024-01821-1,0,2024
A prospective observational study examining weight and psychosocial change in adolescent and adult eating disorder inpatients admitted for nutritional rehabilitation using a high-energy re-feeding protocol,Salter F.,Journal of Eating Disorders,2024-12-01,10.1186/s40337-024-01015-x,0,2024
Metabolome-wide Mendelian randomization for age at menarche and age at natural menopause,Yazdanpanah M.,Genome Medicine,2024-12-01,10.1186/s13073-024-01322-7,0,2024
A real-world pharmacovigilance study on cardiovascular adverse events of tisagenlecleucel using machine learning approach,Jung J.,Scientific Reports,2024-12-01,10.1038/s41598-024-64466-x,0,2024
Identification of cross reactive T cell responses in adenovirus based COVID 19 vaccines,Gardner J.,npj Vaccines,2024-12-01,10.1038/s41541-024-00895-z,0,2024
Development of DEM–ANN-based hybrid terramechanics model considering dynamic sinkage,Kim J.T.,Journal of Terramechanics,2024-12-01,10.1016/j.jterra.2024.100989,0,2024
Plasma CD24 level as a promising prognostic biomarker of hepatocellular carcinoma,Rasmy H.S.,Egyptian Liver Journal,2024-12-01,10.1186/s43066-024-00343-6,0,2024
"Submicron PAN and nanofiber CTA air filters: Fabrication, optimization, and performance",Chang P.K.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128111,0,2025
"Prevalence and determinant factors of premenstrual syndrome among secondary and preparatory school students in Dessie city administration, Northeast Ethiopia",Wochekaw D.T.,BMC Women's Health,2024-12-01,10.1186/s12905-024-03219-4,0,2024
Dendritic spine head diameter is reduced in the prefrontal cortex of progranulin haploinsufficient mice,Cook A.K.,Molecular Brain,2024-12-01,10.1186/s13041-024-01095-5,0,2024
Exploring the diversity of dissolved organic matter (DOM) properties and sources in different functional areas of a typical macrophyte - derived lake combined with optical spectroscopy and FT-ICR MS analysis,Wang K.,Journal of Environmental Sciences (China),2025-01-01,10.1016/j.jes.2023.11.027,1,2025
